,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000014257,12.0,10.0,10.0,11.0,106.0,19.0,3.0,4.0,170.0,7.0,9.0,0.0,0.0,76.0,35.0,2.0,14.0,7.0,49.0,0.0,3.0,9.0,2.0,42.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,56.0,40.0,4.0,1.0,1.0,38.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,53.0,2.0,9.0,2.0,2.0,6.0,46.0,31.0,13.0,3.0,10.0,4.0,10.0,0.0,6.0,72.0,25.0,1.0,3.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,203.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSG00000017483,37.0,25.0,8.0,4.0,4.0,13.0,3.0,2.0,11.0,2.0,10.0,1.0,1.0,4.0,1.0,1.0,2.0,88.0,5.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,40.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,9.0,1.0,0.0,32.0,8.0,10.0,4.0,3.0,23.0,2.0,3.0,12.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,10.0,10.0,2.0,1.0,10.0,3.0,2.0,5.0,7.0,9.0,3.0,1.0,0.0,5.0,3.0,1.0,15.0,5.0,1.0,30.0,3.0,4.0,6.0,1.0,4.0,0.0,3.0,2.0,100.0,0.0,0.0,1.0,2.0,19.0,1.0,12.0,0.0
ENSG00000018236,505.0,14868.0,9977.0,6270.0,1445.0,12895.0,12937.0,11168.0,2632.0,4621.0,8401.0,2466.0,174.0,1228.0,2141.0,171.0,10490.0,283.0,3138.0,2546.0,3989.0,3172.0,3971.0,980.0,772.0,4988.0,59.0,4513.0,4594.0,373.0,26.0,2318.0,334.0,67.0,76.0,113.0,21.0,651.0,168.0,25.0,1567.0,199.0,9.0,9583.0,3085.0,2275.0,4782.0,73.0,2011.0,494.0,6.0,1010.0,2006.0,576.0,1863.0,543.0,5.0,7.0,19321.0,5008.0,8565.0,571.0,449.0,7376.0,2221.0,1277.0,1729.0,12216.0,10171.0,3396.0,5830.0,43.0,14013.0,2841.0,1342.0,34.0,3713.0,1178.0,14.0,4609.0,7042.0,5575.0,3040.0,3614.0,123.0,851.0,1896.0,120.0,34.0,8.0,352.0,2985.0,28.0,8.0,14.0,11.0
ENSG00000018280,40.0,119.0,32.0,9.0,379.0,35.0,14.0,22.0,406.0,7.0,26.0,7.0,10.0,238.0,163.0,4.0,22.0,30.0,919.0,0.0,4.0,31.0,5.0,214.0,0.0,12.0,0.0,12.0,6.0,0.0,0.0,0.0,7.0,12.0,52.0,55.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,23.0,100.0,9.0,8.0,5.0,2.0,54.0,0.0,2.0,3.0,92.0,1.0,2.0,0.0,2.0,1491.0,15.0,70.0,21.0,26.0,17.0,47.0,75.0,69.0,30.0,28.0,12.0,14.0,1.0,28.0,403.0,97.0,6.0,11.0,24.0,2.0,15.0,15.0,13.0,4.0,11.0,5.0,1203.0,5.0,5.0,1.0,0.0,8.0,22.0,2.0,0.0,0.0,2.0
ENSG00000018408,728.0,1497.0,452.0,370.0,359.0,649.0,746.0,707.0,285.0,297.0,165.0,169.0,54.0,84.0,191.0,353.0,199.0,682.0,49.0,24.0,27.0,745.0,61.0,96.0,6.0,64.0,611.0,66.0,41.0,5.0,115.0,36.0,9.0,38.0,10.0,6.0,166.0,6.0,238.0,225.0,19.0,1.0,86.0,532.0,609.0,121.0,351.0,45.0,20.0,42.0,60.0,13.0,44.0,75.0,19.0,6.0,1.0,2.0,1602.0,290.0,934.0,152.0,516.0,127.0,176.0,524.0,462.0,154.0,470.0,125.0,75.0,136.0,149.0,469.0,226.0,38.0,55.0,192.0,150.0,308.0,114.0,71.0,40.0,43.0,123.0,161.0,23.0,1266.0,6.0,62.0,716.0,56.0,107.0,69.0,228.0,4.0
ENSG00000018625,248.0,5915.0,2398.0,3201.0,647.0,7540.0,4797.0,6202.0,1343.0,3431.0,443.0,1191.0,50.0,215.0,976.0,1343.0,210.0,108.0,133.0,227.0,497.0,1653.0,217.0,240.0,13.0,116.0,11.0,398.0,307.0,9.0,215.0,356.0,4.0,42.0,17.0,50.0,11.0,41.0,304.0,5.0,43.0,7.0,3.0,5348.0,1070.0,1435.0,3761.0,29.0,264.0,74.0,1.0,18.0,308.0,259.0,151.0,12.0,5.0,2.0,5626.0,2293.0,6317.0,220.0,107.0,593.0,785.0,563.0,433.0,208.0,5346.0,715.0,215.0,181.0,218.0,1294.0,368.0,21.0,311.0,509.0,2.0,3551.0,458.0,439.0,441.0,346.0,21.0,496.0,28.0,33.0,12.0,375.0,2197.0,76.0,13.0,59.0,4.0,5.0
ENSG00000019169,7.0,3.0,3.0,2.0,6.0,6.0,3.0,0.0,39.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,6.0,3.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019582,75.0,128.0,49.0,28.0,1187.0,61.0,43.0,39.0,1239.0,22.0,29.0,9.0,18.0,348.0,297.0,2.0,24.0,53.0,320.0,7.0,10.0,19.0,18.0,83.0,4.0,18.0,5.0,7.0,9.0,1.0,1.0,13.0,1.0,11.0,222.0,120.0,4.0,3.0,1.0,6.0,2.0,3.0,2.0,36.0,304.0,12.0,16.0,16.0,7.0,470.0,3.0,3.0,2.0,136.0,3.0,0.0,2.0,0.0,697.0,32.0,88.0,58.0,40.0,30.0,329.0,247.0,206.0,33.0,75.0,22.0,36.0,0.0,19.0,716.0,186.0,15.0,12.0,15.0,16.0,27.0,19.0,11.0,8.0,20.0,12.0,1668.0,5.0,33.0,3.0,1.0,8.0,1.0,17.0,0.0,8.0,1.0
ENSG00000019991,12.0,1546.0,959.0,801.0,136.0,1331.0,326.0,398.0,120.0,399.0,27.0,119.0,12.0,50.0,54.0,17.0,8.0,13.0,64.0,3.0,1.0,43.0,16.0,23.0,4.0,23.0,0.0,8.0,8.0,2.0,1.0,1.0,9.0,2.0,24.0,11.0,0.0,3.0,10.0,0.0,11.0,0.0,0.0,1113.0,26.0,81.0,371.0,1.0,3.0,44.0,0.0,1.0,0.0,16.0,2.0,2.0,0.0,1.0,1549.0,319.0,841.0,5.0,14.0,10.0,46.0,25.0,57.0,10.0,520.0,161.0,9.0,1.0,41.0,78.0,23.0,2.0,5.0,21.0,0.0,156.0,11.0,11.0,1.0,6.0,3.0,100.0,3.0,6.0,0.0,0.0,40.0,2.0,0.0,7.0,0.0,1.0
ENSG00000020577,675.0,14266.0,3302.0,3197.0,1072.0,4798.0,3771.0,2964.0,1319.0,1603.0,2421.0,944.0,125.0,561.0,1069.0,294.0,357.0,314.0,300.0,534.0,1134.0,2163.0,973.0,367.0,31.0,171.0,298.0,1999.0,1106.0,13.0,128.0,1127.0,28.0,65.0,208.0,95.0,21.0,150.0,364.0,23.0,95.0,6.0,3.0,3381.0,1116.0,569.0,1289.0,58.0,848.0,369.0,23.0,52.0,610.0,166.0,503.0,30.0,1.0,13.0,10257.0,2212.0,5130.0,202.0,158.0,2932.0,669.0,947.0,333.0,395.0,3053.0,653.0,299.0,135.0,393.0,1830.0,446.0,67.0,1619.0,971.0,28.0,1309.0,1952.0,1794.0,1129.0,1108.0,72.0,1140.0,76.0,191.0,9.0,54.0,765.0,136.0,13.0,142.0,80.0,6.0
ENSG00000020633,4.0,11.0,13.0,2.0,45.0,29.0,8.0,16.0,35.0,1.0,1.0,2.0,0.0,7.0,13.0,0.0,2.0,0.0,4.0,0.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,4.0,4.0,4.0,0.0,0.0,16.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,13.0,10.0,22.0,2.0,0.0,0.0,7.0,11.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000021645,39375.0,115344.0,33009.0,29136.0,10303.0,61753.0,15003.0,12045.0,2668.0,7924.0,37641.0,4079.0,4919.0,1094.0,3685.0,138.0,24485.0,11141.0,7903.0,3923.0,2399.0,3094.0,22344.0,2242.0,1105.0,11710.0,193.0,21347.0,14407.0,1154.0,49.0,2800.0,923.0,1909.0,736.0,158.0,154.0,1166.0,185.0,131.0,4289.0,459.0,39.0,21166.0,33335.0,9195.0,3580.0,2202.0,3845.0,2300.0,71.0,2632.0,2494.0,1104.0,5049.0,1447.0,167.0,312.0,72276.0,30178.0,39529.0,12359.0,17297.0,32231.0,6780.0,44737.0,41429.0,24422.0,46490.0,18758.0,16880.0,62.0,32012.0,4433.0,11713.0,2970.0,15198.0,4597.0,233.0,17520.0,19987.0,21024.0,2935.0,11758.0,6600.0,1727.0,3720.0,2272.0,577.0,16.0,512.0,6607.0,328.0,55.0,132.0,475.0
ENSG00000026508,40.0,974.0,163.0,173.0,216.0,258.0,235.0,91.0,673.0,159.0,13.0,52.0,8.0,109.0,986.0,10.0,9.0,27.0,8.0,2.0,8.0,2617.0,3.0,246.0,1.0,1.0,2.0,5.0,9.0,1.0,9.0,3.0,1.0,3.0,5.0,22.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,104.0,478.0,18.0,44.0,1.0,4.0,40.0,1.0,0.0,3.0,44.0,3.0,1.0,2.0,0.0,1086.0,255.0,284.0,69.0,60.0,114.0,254.0,226.0,281.0,67.0,188.0,62.0,102.0,6.0,47.0,1008.0,298.0,7.0,24.0,798.0,4.0,40.0,26.0,33.0,12.0,50.0,11.0,891.0,19.0,11.0,7.0,2.0,45.0,18.0,5.0,17.0,5.0,3.0
ENSG00000026751,1.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000027075,269.0,264.0,122.0,64.0,434.0,146.0,76.0,43.0,610.0,42.0,42.0,15.0,12.0,313.0,167.0,86.0,42.0,943.0,356.0,5.0,13.0,32.0,37.0,124.0,4.0,31.0,516.0,48.0,26.0,2.0,64.0,27.0,5.0,8.0,101.0,79.0,280.0,4.0,72.0,208.0,9.0,2.0,119.0,51.0,186.0,49.0,24.0,86.0,14.0,184.0,89.0,1.0,17.0,83.0,3.0,4.0,2.0,0.0,596.0,86.0,154.0,44.0,36.0,73.0,124.0,185.0,142.0,65.0,103.0,60.0,59.0,33.0,169.0,312.0,110.0,41.0,67.0,22.0,339.0,90.0,76.0,37.0,25.0,29.0,21.0,500.0,28.0,1096.0,0.0,18.0,384.0,32.0,120.0,40.0,120.0,2.0
ENSG00000028116,8871.0,8287.0,473.0,1543.0,6581.0,989.0,1718.0,1197.0,962.0,286.0,167.0,237.0,1619.0,210.0,502.0,135.0,63.0,3608.0,260.0,53.0,84.0,31.0,83.0,174.0,4.0,38.0,90.0,77.0,112.0,0.0,36.0,89.0,1.0,834.0,213.0,31.0,30.0,15.0,68.0,64.0,13.0,4.0,24.0,1230.0,11493.0,596.0,355.0,672.0,45.0,150.0,25.0,1.0,75.0,277.0,29.0,6.0,29.0,79.0,2483.0,608.0,2702.0,2719.0,3086.0,158.0,836.0,8439.0,10327.0,91.0,158.0,521.0,104.0,32.0,46.0,293.0,2575.0,500.0,97.0,357.0,172.0,1127.0,162.0,133.0,92.0,136.0,1463.0,544.0,12.0,509.0,120.0,19.0,233.0,28.0,73.0,18.0,49.0,79.0
ENSG00000028137,15.0,42.0,31.0,21.0,355.0,98.0,38.0,14.0,315.0,5.0,3.0,5.0,3.0,162.0,82.0,15.0,10.0,67.0,550.0,0.0,0.0,17.0,4.0,100.0,0.0,3.0,45.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,58.0,45.0,15.0,0.0,17.0,11.0,3.0,1.0,7.0,14.0,51.0,5.0,3.0,7.0,2.0,113.0,7.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,587.0,15.0,28.0,8.0,4.0,10.0,117.0,91.0,13.0,6.0,18.0,4.0,5.0,2.0,8.0,239.0,39.0,3.0,6.0,9.0,24.0,13.0,3.0,1.0,0.0,3.0,2.0,610.0,1.0,54.0,0.0,6.0,16.0,1.0,4.0,9.0,22.0,1.0
ENSG00000030304,1873.0,452.0,71.0,90.0,1470.0,126.0,88.0,162.0,98.0,30.0,14.0,14.0,256.0,9.0,67.0,34.0,9.0,1042.0,10.0,1.0,1.0,3.0,4.0,19.0,1.0,13.0,1.0,5.0,5.0,1.0,8.0,6.0,0.0,268.0,21.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,185.0,3082.0,80.0,17.0,392.0,2.0,1.0,3.0,0.0,3.0,30.0,3.0,4.0,11.0,18.0,201.0,32.0,722.0,1464.0,656.0,17.0,265.0,2283.0,7433.0,8.0,77.0,73.0,29.0,15.0,10.0,32.0,742.0,225.0,8.0,50.0,27.0,110.0,5.0,8.0,5.0,11.0,477.0,106.0,5.0,90.0,69.0,15.0,41.0,3.0,41.0,0.0,3.0,25.0
ENSG00000031081,168.0,1447.0,962.0,737.0,577.0,1328.0,1616.0,1554.0,1018.0,678.0,640.0,261.0,26.0,456.0,463.0,70.0,27.0,375.0,415.0,285.0,591.0,294.0,289.0,232.0,2.0,10.0,230.0,451.0,443.0,1.0,18.0,498.0,2.0,9.0,105.0,95.0,126.0,59.0,38.0,104.0,9.0,6.0,65.0,1100.0,295.0,213.0,837.0,32.0,294.0,264.0,67.0,1.0,280.0,291.0,176.0,0.0,0.0,0.0,1418.0,594.0,1434.0,26.0,50.0,545.0,323.0,249.0,85.0,29.0,1008.0,255.0,17.0,16.0,10.0,811.0,168.0,12.0,565.0,106.0,105.0,569.0,382.0,668.0,565.0,392.0,20.0,499.0,4.0,505.0,0.0,6.0,329.0,7.0,34.0,13.0,64.0,0.0
ENSG00000038295,31.0,386.0,214.0,106.0,22.0,295.0,196.0,99.0,11.0,11.0,284.0,81.0,5.0,9.0,2.0,3.0,22.0,50.0,10.0,51.0,213.0,7.0,218.0,5.0,8.0,48.0,19.0,232.0,151.0,12.0,0.0,149.0,8.0,0.0,3.0,1.0,10.0,7.0,1.0,28.0,10.0,1.0,1.0,217.0,30.0,68.0,13.0,6.0,50.0,3.0,7.0,2.0,48.0,0.0,193.0,1.0,1.0,1.0,1199.0,82.0,133.0,24.0,21.0,299.0,12.0,41.0,28.0,21.0,208.0,118.0,20.0,0.0,105.0,12.0,10.0,3.0,124.0,7.0,77.0,20.0,479.0,161.0,194.0,131.0,7.0,9.0,0.0,132.0,1.0,0.0,11.0,1.0,20.0,0.0,3.0,1.0
ENSG00000038427,101.0,1243.0,395.0,493.0,441.0,737.0,945.0,1130.0,1235.0,275.0,5054.0,284.0,56.0,333.0,1119.0,21.0,28.0,47.0,50.0,2852.0,4656.0,1446.0,2349.0,352.0,2.0,48.0,5.0,2475.0,3909.0,3.0,37.0,3184.0,0.0,19.0,9.0,64.0,4.0,773.0,25.0,3.0,15.0,0.0,1.0,486.0,896.0,143.0,377.0,11.0,2480.0,91.0,3.0,3.0,3246.0,180.0,2168.0,2.0,2.0,0.0,432.0,148.0,615.0,90.0,58.0,3285.0,574.0,357.0,216.0,48.0,263.0,118.0,31.0,31.0,34.0,1935.0,470.0,10.0,3316.0,382.0,0.0,164.0,2969.0,4793.0,3758.0,3380.0,12.0,288.0,12.0,19.0,4.0,11.0,73.0,10.0,0.0,31.0,8.0,1.0
ENSG00000038945,76.0,665.0,145.0,143.0,1317.0,754.0,45.0,15.0,918.0,57.0,26.0,7.0,21.0,858.0,519.0,1.0,12.0,26.0,3656.0,5.0,6.0,102.0,15.0,191.0,0.0,7.0,1.0,13.0,9.0,1.0,2.0,8.0,1.0,9.0,136.0,58.0,1.0,0.0,4.0,0.0,9.0,1.0,0.0,26.0,159.0,32.0,101.0,4.0,3.0,1073.0,2.0,1.0,3.0,103.0,4.0,0.0,1.0,0.0,988.0,265.0,175.0,61.0,30.0,26.0,206.0,270.0,79.0,17.0,579.0,41.0,17.0,0.0,11.0,642.0,100.0,6.0,13.0,18.0,3.0,186.0,17.0,22.0,28.0,9.0,18.0,869.0,1.0,11.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,1.0
ENSG00000040731,169.0,5192.0,2756.0,1582.0,200.0,4323.0,2518.0,2259.0,278.0,1398.0,3631.0,687.0,61.0,148.0,137.0,7.0,3391.0,76.0,1164.0,858.0,1242.0,274.0,2051.0,104.0,230.0,1875.0,28.0,2270.0,1767.0,156.0,5.0,998.0,128.0,14.0,9.0,17.0,12.0,245.0,20.0,5.0,461.0,55.0,1.0,2488.0,329.0,798.0,898.0,11.0,855.0,73.0,1.0,361.0,735.0,65.0,817.0,161.0,2.0,0.0,7858.0,1644.0,2128.0,175.0,191.0,3473.0,296.0,239.0,326.0,3339.0,4236.0,1073.0,1512.0,5.0,5695.0,251.0,141.0,6.0,1503.0,92.0,3.0,1394.0,2504.0,2291.0,1212.0,1378.0,31.0,82.0,392.0,36.0,13.0,1.0,40.0,587.0,8.0,4.0,4.0,8.0
ENSG00000041515,204.0,2377.0,1855.0,1178.0,230.0,3174.0,583.0,406.0,349.0,169.0,1775.0,128.0,43.0,84.0,347.0,175.0,310.0,80.0,276.0,314.0,514.0,364.0,637.0,302.0,15.0,172.0,10.0,1224.0,731.0,14.0,19.0,689.0,11.0,19.0,32.0,19.0,1.0,77.0,58.0,2.0,30.0,6.0,1.0,1478.0,405.0,499.0,120.0,16.0,482.0,329.0,0.0,21.0,359.0,56.0,217.0,12.0,0.0,2.0,3952.0,1428.0,2833.0,135.0,110.0,2161.0,788.0,175.0,351.0,336.0,2414.0,1405.0,284.0,18.0,453.0,458.0,317.0,15.0,962.0,531.0,3.0,230.0,872.0,835.0,878.0,687.0,28.0,152.0,56.0,20.0,3.0,6.0,264.0,82.0,5.0,4.0,3.0,2.0
ENSG00000041982,14.0,255.0,24.0,63.0,629.0,138.0,139.0,47.0,371.0,283.0,29.0,21.0,2.0,74.0,591.0,1.0,14.0,8.0,18.0,2.0,5.0,587.0,16.0,37.0,5.0,18.0,0.0,16.0,11.0,2.0,0.0,3.0,1.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,740.0,21.0,31.0,2.0,10.0,61.0,0.0,0.0,2.0,84.0,2.0,1.0,1.0,0.0,35.0,168.0,149.0,8.0,2.0,49.0,596.0,336.0,22.0,9.0,57.0,17.0,26.0,1.0,3.0,192.0,312.0,0.0,39.0,116.0,0.0,37.0,7.0,42.0,8.0,7.0,0.0,621.0,3.0,2.0,1.0,2.0,7.0,3.0,0.0,2.0,1.0,0.0
ENSG00000042062,73.0,162.0,124.0,173.0,48.0,709.0,204.0,47.0,28.0,31.0,81.0,29.0,17.0,8.0,18.0,80.0,61.0,43.0,12.0,11.0,8.0,11.0,22.0,3.0,3.0,23.0,1.0,33.0,28.0,1.0,36.0,11.0,0.0,4.0,0.0,1.0,0.0,1.0,20.0,1.0,2.0,2.0,0.0,83.0,88.0,51.0,26.0,5.0,13.0,3.0,1.0,0.0,10.0,12.0,3.0,2.0,0.0,0.0,104.0,133.0,376.0,28.0,20.0,106.0,17.0,64.0,54.0,19.0,121.0,26.0,55.0,5.0,18.0,20.0,20.0,9.0,53.0,7.0,2.0,72.0,19.0,29.0,13.0,25.0,13.0,17.0,3.0,5.0,0.0,60.0,48.0,16.0,0.0,10.0,2.0,1.0
ENSG00000042304,41.0,8.0,7.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,7.0,302.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,38.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,38.0,0.0,0.0,16.0,2.0,4.0,1.0,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,5.0,5.0,1.0,7.0,9.0,6.0,3.0,1.0,5.0,0.0,7.0,2.0,1.0,0.0,4.0,0.0,72.0,6.0,7.0,3.0,4.0,3.0,2.0,0.0,1.0,284.0,0.0,1.0,0.0,1.0,9.0,0.0,22.0,0.0
ENSG00000042832,18.0,40.0,15.0,20.0,172.0,47.0,27.0,12.0,656.0,7.0,33.0,3.0,1.0,70.0,139.0,11.0,95.0,7.0,66.0,6.0,11.0,3.0,27.0,126.0,3.0,51.0,1.0,16.0,14.0,0.0,11.0,2.0,0.0,1.0,15.0,10.0,4.0,1.0,2.0,4.0,4.0,0.0,0.0,9.0,42.0,2.0,12.0,5.0,10.0,38.0,1.0,3.0,6.0,14.0,5.0,0.0,0.0,0.0,495.0,12.0,24.0,6.0,4.0,25.0,107.0,41.0,18.0,154.0,27.0,11.0,18.0,2.0,26.0,70.0,53.0,0.0,16.0,5.0,5.0,4.0,20.0,23.0,4.0,12.0,4.0,231.0,40.0,15.0,0.0,2.0,33.0,181.0,4.0,2.0,1.0,0.0
ENSG00000042980,56.0,174.0,60.0,21.0,2758.0,49.0,41.0,16.0,2629.0,6.0,41.0,4.0,7.0,1007.0,718.0,0.0,71.0,11.0,1300.0,5.0,6.0,25.0,13.0,393.0,5.0,40.0,4.0,19.0,24.0,0.0,1.0,5.0,3.0,4.0,532.0,280.0,2.0,5.0,2.0,2.0,15.0,17.0,2.0,13.0,496.0,7.0,4.0,2.0,2.0,941.0,1.0,2.0,1.0,340.0,1.0,1.0,0.0,0.0,1501.0,8.0,81.0,14.0,18.0,24.0,856.0,374.0,67.0,36.0,29.0,11.0,25.0,0.0,44.0,1162.0,394.0,1.0,5.0,18.0,1.0,11.0,40.0,17.0,4.0,11.0,2.0,4327.0,7.0,15.0,1.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0
ENSG00000043462,30.0,110.0,63.0,44.0,356.0,89.0,21.0,25.0,599.0,9.0,28.0,3.0,3.0,250.0,157.0,7.0,18.0,25.0,539.0,3.0,0.0,9.0,22.0,135.0,4.0,17.0,24.0,13.0,6.0,1.0,0.0,3.0,2.0,3.0,44.0,37.0,8.0,2.0,1.0,9.0,4.0,1.0,6.0,43.0,37.0,13.0,2.0,5.0,2.0,237.0,7.0,3.0,0.0,215.0,0.0,2.0,0.0,0.0,249.0,63.0,89.0,2.0,4.0,32.0,133.0,137.0,24.0,23.0,59.0,30.0,11.0,5.0,38.0,277.0,65.0,0.0,22.0,7.0,8.0,25.0,14.0,30.0,4.0,17.0,3.0,331.0,2.0,98.0,0.0,2.0,9.0,2.0,2.0,2.0,28.0,0.0
